Price;Brand;Model;Engine;Year;Fuel_Type;Gear_Type;Km;Engine_Power;Engine_Capacity;WD;Color;Warranty;Seller
26500;Opel;Corsa;1.3;2004;Diesel;Manual;183000;70;1248;Front_2WD;Silver Grey;No;Gallery
17950;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;290000;90;1389;Front_2WD;Grey;No;Gallery
26000;Opel;Corsa;1.3;2005;Diesel;Manual;270000;70;1248;Front_2WD;White;No;Owner
43950;Opel;Corsa;1.3;2014;Diesel;Manual;60000;51;1201;Front_2WD;White;Yes;Gallery
37000;Opel;Corsa;1.3;2012;Diesel;Manual;170000;75;1248;Front_2WD;Grey;No;Gallery
50750;Opel;Corsa;1.4;2013;Gasoline;Automatic;55000;100;1364;Front_2WD;Silver Grey;No;Gallery
24000;Opel;Corsa;1.2;2006;Gasoline;Manual;173000;76;1200;Front_2WD;White;No;Gallery
50000;Opel;Corsa;1.4;2011;Gasoline & LPG;Automatic;81000;76;1201;Front_2WD;White;No;Gallery
31250;Opel;Corsa;1.3;2004;Diesel;Semi Automatic;191123;70;1248;Front_2WD;Silver Grey;No;Gallery
37900;Opel;Corsa;1.2;2010;Gasoline;Manual;66030;80;1229;Front_2WD;Black;No;Gallery
14900;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;190000;51;1201;Front_2WD;White;No;Gallery
48000;Opel;Corsa;1.3;2011;Diesel;Manual;80000;75;1248;Front_2WD;Grey;No;Owner
54500;Opel;Corsa;1.4;2012;Gasoline;Automatic;60000;100;1364;Front_2WD;Grey;No;Owner
18750;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;240000;76;1201;Front_2WD;White;No;Owner
39900;Opel;Corsa;1.2;2012;Gasoline;Manual;55000;85;1229;Front_2WD;White;No;Owner
26750;Opel;Corsa;1.3;2004;Diesel;Semi Automatic;19000;70;1248;Front_2WD;Green;No;Gallery
36950;Opel;Corsa;1.3;2008;Diesel;Semi Automatic;177000;90;1248;Front_2WD;Grey;No;Gallery
20750;Opel;Corsa;1.7;2003;Diesel;Manual;226180;75;1686;Front_2WD;White;No;Owner
63500;Opel;Corsa;1.4;2015;Gasoline;Automatic;15000;100;1364;Front_2WD;Red;Yes;Gallery
32000;Opel;Corsa;1.3;2006;Diesel;Semi Automatic;165000;70;1248;Front_2WD;White;No;Gallery
55000;Opel;Corsa;1.4;2015;Gasoline;Automatic;61700;76;1401;Front_2WD;White;No;Gallery
47000;Opel;Corsa;1.2;2015;Gasoline;Manual;18000;70;1229;Front_2WD;Grey;Yes;Gallery
31750;Opel;Corsa;1.2;2004;Gasoline;Semi Automatic;143000;75;1199;Front_2WD;Brown;No;Owner
39500;Opel;Corsa;1.3;2011;Diesel;Manual;92500;75;1248;Front_2WD;White;No;Owner
20900;Opel;Corsa;1.4;1998;Gasoline;Automatic;138000;60;1389;Front_2WD;Green;No;Gallery
51500;Opel;Corsa;1.4;2013;Gasoline;Automatic;44300;100;1364;Front_2WD;White;No;Owner
42250;Opel;Corsa;1.3;2013;Diesel;Manual;116000;75;1248;Front_2WD;Silver Grey;No;Owner
35250;Opel;Corsa;1.3;2007;Diesel;Manual;112000;75;1248;Front_2WD;Champagne;Yes;Owner
17500;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;220000;90;1389;Front_2WD;Navy Blue;No;Gallery
52900;Opel;Corsa;1.4;2015;Gasoline;Automatic;51000;76;1201;Front_2WD;Yellow;Yes;Gallery
42900;Opel;Corsa;1.3;2013;Diesel;Manual;77000;75;1248;Front_2WD;White;No;Gallery
55500;Opel;Corsa;1.4;2015;Gasoline;Automatic;19000;76;1201;Front_2WD;Grey;No;Owner
23000;Opel;Corsa;1.4;1999;Gasoline & LPG;Manual;195000;90;1389;Front_2WD;White;Yes;Gallery
24500;Opel;Corsa;1.4;2000;Gasoline & LPG;Automatic;94000;76;1401;Front_2WD;Yellow;No;Owner
49900;Opel;Corsa;1.4;2013;Gasoline;Automatic;76500;76;1201;Front_2WD;Grey;No;Gallery
45500;Opel;Corsa;1.3;2013;Diesel;Manual;100000;51;1201;Front_2WD;White;No;Gallery
38300;Opel;Corsa;1.3;2012;Diesel;Manual;161000;75;1248;Front_2WD;White;No;Gallery
50500;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;83000;90;1398;Front_2WD;White;No;Gallery
43750;Opel;Corsa;1.3;2014;Diesel;Manual;99000;75;1248;Front_2WD;White;Yes;Gallery
48500;Opel;Corsa;1.3;2014;Diesel;Manual;84000;95;1248;Front_2WD;White;Yes;Gallery
47500;Opel;Corsa;1.3;2010;Diesel;Semi Automatic;11000;90;1248;Front_2WD;Grey;No;Owner
28500;Opel;Corsa;1.4;2004;Gasoline & LPG;Manual;192500;90;1364;Front_2WD;Grey;No;Owner
31000;Opel;Corsa;1.3;2006;Diesel;Manual;160000;75;1248;Front_2WD;White;No;Owner
46000;Opel;Corsa;1.3;2014;Diesel;Manual;72000;75;1248;Front_2WD;White;No;Gallery
38900;Opel;Corsa;1.4;2010;Gasoline & LPG;Automatic;125000;76;1201;Front_2WD;Grey;No;Owner
23900;Opel;Corsa;1;2003;Gasoline;Manual;195000;51;1200;Front_2WD;Grey;No;Owner
24000;Opel;Corsa;1.4;2000;Gasoline & LPG;Manual;228000;90;1389;Front_2WD;Red;No;Owner
20750;Opel;Corsa;1.4;2000;Gasoline & LPG;Automatic;190000;101;1201;Front_2WD;Silver Grey;No;Owner
42250;Opel;Corsa;1.2;2015;Gasoline;Manual;53000;70;1229;Front_2WD;Brown;No;Gallery
35500;Opel;Corsa;1.3;2008;Diesel;Semi Automatic;210000;90;1248;Front_2WD;Grey;No;Gallery
22500;Opel;Corsa;1;2003;Gasoline;Manual;170000;51;1200;Front_2WD;Red;No;Gallery
48500;Opel;Corsa;1.3;2014;Diesel;Manual;63000;75;1248;Front_2WD;White;Yes;Owner
32000;Opel;Corsa;1.3;2007;Diesel;Manual;210000;51;1201;Front_2WD;Silver Grey;No;Owner
59750;Opel;Corsa;1.4;2017;Gasoline;Automatic;15000;90;1398;Front_2WD;Grey;Yes;Gallery
44500;Opel;Corsa;1.3;2014;Diesel;Manual;111000;75;1248;Front_2WD;White;No;Owner
36500;Opel;Corsa;1.4;2013;Gasoline & LPG;Automatic;40000;100;1364;Front_2WD;Navy Blue;No;Gallery
43750;Opel;Corsa;1.3;2013;Diesel;Manual;91000;75;1248;Front_2WD;White;Yes;Gallery
144750;Opel;Corsa;1.4;2008;Gasoline;Manual;118000;76;1201;Front_2WD;Blue;No;Owner
42000;Opel;Corsa;1.3;2012;Diesel;Manual;123233;75;1248;Front_2WD;White;No;Owner
21250;Opel;Corsa;1.7;2003;Diesel;Manual;223000;101;1601;Front_2WD;White;No;Owner
28000;Opel;Corsa;1.2;2004;Gasoline & LPG;Manual;201000;80;1229;Front_2WD;Silver Grey;No;Owner
38950;Opel;Corsa;1.3;2013;Diesel;Manual;137559;75;1248;Front_2WD;White;Yes;Gallery
43500;Opel;Corsa;1.2;2011;Gasoline;Manual;86000;85;1229;Front_2WD;Black;No;Gallery
39500;Opel;Corsa;1.2;2012;Gasoline;Manual;51000;85;1229;Front_2WD;Navy Blue;No;Owner
27750;Opel;Corsa;1.3;2006;Diesel;Manual;200000;70;1248;Front_2WD;Burgundy;No;Gallery
20750;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;262342;51;1401;Front_2WD;White;No;Gallery
53000;Opel;Corsa;1.4;2014;Gasoline;Automatic;41621;100;1364;Front_2WD;Silver Grey;No;Owner
32750;Opel;Corsa;1.3;2008;Diesel;Manual;178000;75;1248;Front_2WD;Grey;No;Owner
44500;Opel;Corsa;1.4;2009;Gasoline;Automatic;54000;90;1364;Front_2WD;Grey;No;Gallery
53500;Opel;Corsa;1.4;2012;Gasoline;Automatic;27500;100;1364;Front_2WD;Silver Grey;No;Gallery
54000;Opel;Corsa;1.4;2016;Gasoline;Automatic;35000;90;1398;Front_2WD;Silver Grey;Yes;Owner
48500;Opel;Corsa;1.4;2012;Gasoline & LPG;Automatic;80833;100;1364;Front_2WD;Silver Grey;No;Owner
46250;Opel;Corsa;1.2;2015;Gasoline;Manual;10250;70;1229;Front_2WD;Brown;No;Gallery
18900;Opel;Corsa;1.2;2000;Gasoline & LPG;Manual;186000;65;1199;Front_2WD;Yellow;No;Gallery
39000;Opel;Corsa;1.3;2011;Diesel;Manual;63000;76;1201;Front_2WD;Black;No;Owner
31500;Opel;Corsa;1.3;2006;Diesel;Semi Automatic;208000;70;1248;Front_2WD;White;No;Gallery
36000;Opel;Corsa;1.3;2007;Diesel;Manual;158000;75;1248;Front_2WD;Blue;No;Owner
27500;Opel;Corsa;1.7;2003;Diesel;Manual;284000;126;1601;Front_2WD;Silver Grey;No;Owner
41000;Opel;Corsa;1.3;2009;Diesel;Semi Automatic;153231;90;1248;Front_2WD;Smoked;No;Owner
37750;Opel;Corsa;1.3;2013;Diesel;Manual;123000;75;1248;Front_2WD;White;No;Gallery
49000;Opel;Corsa;1.3;2012;Diesel;Manual;75000;75;1248;Front_2WD;White;No;Owner
44750;Opel;Corsa;1.4;2012;Gasoline;Automatic;129000;100;1364;Front_2WD;Grey;No;Gallery
16500;Opel;Corsa;1.4;2001;Gasoline & LPG;Manual;240000;90;1389;Front_2WD;Blue;Yes;Gallery
34500;Opel;Corsa;1.2;2012;Gasoline & LPG;Manual;49451;85;1229;Front_2WD;Silver Grey;No;Owner
25750;Opel;Corsa;1.2;2005;Gasoline;Manual;211000;80;1229;Front_2WD;Silver Grey;No;Gallery
31000;Opel;Corsa;1.3;2009;Diesel;Manual;243498;75;1248;Front_2WD;Black;No;Gallery
23500;Opel;Corsa;1.4;1999;Gasoline & LPG;Manual;140000;90;1389;Front_2WD;White;No;Owner
28500;Opel;Corsa;1.3;2006;Diesel;Manual;178000;75;1248;Front_2WD;White;No;Gallery
38250;Opel;Corsa;1.3;2007;Diesel;Manual;141500;75;1248;Front_2WD;Yellow;No;Owner
45400;Opel;Corsa;1.3;2014;Diesel;Manual;119000;95;1248;Front_2WD;White;Yes;Gallery
49500;Opel;Corsa;1.3;2012;Diesel;Manual;73000;75;1248;Front_2WD;Grey;No;Owner
59900;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;20500;90;1398;Front_2WD;Red;Yes;Owner
35250;Opel;Corsa;1.3;2008;Diesel;Manual;154000;75;1248;Front_2WD;Black;No;Owner
49500;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;49100;90;1398;Front_2WD;Black;No;Gallery
28500;Opel;Corsa;1.3;2004;Diesel;Manual;153000;70;1248;Front_2WD;Burgundy;No;Gallery
45750;Opel;Corsa;1.4;2013;Gasoline;Automatic;85000;100;1364;Front_2WD;Silver Grey;No;Gallery
71750;Opel;Corsa;1.4;2017;Gasoline;Semi Automatic;400;90;1398;Front_2WD;White;Yes;Owner
26750;Opel;Corsa;1.7;2003;Diesel;Manual;228000;151;1601;Front_2WD;White;Yes;Gallery
40500;Opel;Corsa;1.3;2012;Diesel;Manual;165000;75;1248;Front_2WD;White;No;Gallery
36450;Opel;Corsa;1.3;2010;Diesel;Manual;96647;75;1248;Front_2WD;Black;No;Gallery
22000;Opel;Corsa;1.4;1999;Gasoline & LPG;Automatic;165000;90;1389;Front_2WD;Silver Grey;No;Gallery
23000;Opel;Corsa;1.4;2001;Gasoline & LPG;Automatic;200000;90;1389;Front_2WD;Silver Grey;No;Gallery
49000;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;17900;90;1398;Front_2WD;Yellow;No;Gallery
20850;Opel;Corsa;1.4;1997;Gasoline;Automatic;120000;76;1401;Front_2WD;Yellow;No;Gallery
35750;Opel;Corsa;1.4;2008;Gasoline & LPG;Manual;173000;90;1364;Front_2WD;Blue;No;Gallery
28500;Opel;Corsa;1.3;2006;Diesel;Manual;162000;75;1248;Front_2WD;White;No;Owner
32000;Opel;Corsa;1.2;2009;Gasoline;Semi Automatic;68000;80;1229;Front_2WD;Silver Grey;No;Gallery
45750;Opel;Corsa;1.3;2014;Diesel;Manual;73000;75;1248;Front_2WD;White;No;Gallery
19500;Opel;Corsa;1.7;2003;Diesel;Manual;285000;126;1601;Front_2WD;White;No;Owner
32750;Opel;Corsa;1.3;2006;Diesel;Manual;210000;70;1248;Front_2WD;Silver Grey;No;Gallery
37000;Opel;Corsa;1.3;2008;Diesel;Manual;168000;90;1248;Front_2WD;Grey;No;Owner
37750;Opel;Corsa;1.2;2013;Gasoline;Manual;46000;76;1200;Front_2WD;Brown;No;Owner
29900;Opel;Corsa;1.2;2010;Gasoline;Manual;91150;85;1229;Front_2WD;Blue;No;Gallery
28500;Opel;Corsa;1.3;2004;Diesel;Semi Automatic;271500;70;1248;Front_2WD;Silver Grey;No;Owner
20500;Opel;Corsa;1.2;2000;Gasoline;Manual;105000;65;1199;Front_2WD;Red;No;Owner
39750;Opel;Corsa;1.3;2013;Diesel;Manual;169000;75;1248;Front_2WD;White;Yes;Gallery
18000;Opel;Corsa;1.4;1996;Gasoline & LPG;Manual;190000;60;1389;Front_2WD;Black;No;Owner
27500;Opel;Corsa;1;2004;Gasoline;Manual;75000;60;998;Front_2WD;Blue;No;Owner
24500;Opel;Corsa;1.4;2001;Gasoline & LPG;Automatic;145000;90;1389;Front_2WD;Green;No;Owner
49900;Opel;Corsa;1.2;2016;Gasoline;Manual;5000;70;1229;Front_2WD;Smoked;Yes;Gallery
49950;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;57705;90;1398;Front_2WD;Red;No;Gallery
42900;Opel;Corsa;1.3;2010;Diesel;Semi Automatic;176000;90;1248;Front_2WD;Red;No;Gallery
46500;Opel;Corsa;1.2;2015;Gasoline;Manual;19000;70;1229;Front_2WD;Green;Yes;Gallery
29000;Opel;Corsa;1.3;2006;Diesel;Manual;220000;70;1248;Front_2WD;Blue;No;Gallery
49250;Opel;Corsa;1.3;2012;Diesel;Manual;74000;75;1248;Front_2WD;White;No;Owner
27900;Opel;Corsa;1.4;2004;Gasoline;Semi Automatic;252000;90;1364;Front_2WD;Green;No;Owner
56500;Opel;Corsa;1.4;2016;Gasoline;Automatic;49000;90;1398;Front_2WD;Red;Yes;Gallery
45000;Opel;Corsa;1.4;2012;Gasoline & LPG;Manual;75000;100;1364;Front_2WD;Grey;No;Owner
51000;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;45000;90;1398;Front_2WD;White;No;Gallery
38500;Opel;Corsa;1.2;2008;Gasoline;Semi Automatic;53642;80;1229;Front_2WD;Grey;No;Gallery
22500;Opel;Corsa;1.7;2003;Diesel;Manual;193360;151;1601;Front_2WD;White;No;Owner
23750;Opel;Corsa;1.4;1998;Gasoline;Automatic;168000;76;1201;Front_2WD;Burgundy;No;Owner
48000;Opel;Corsa;1.4;2013;Gasoline;Automatic;85257;100;1364;Front_2WD;Black;No;Gallery
28000;Opel;Corsa;1.4;2004;Gasoline & LPG;Manual;225000;90;1364;Front_2WD;Navy Blue;No;Owner
56500;Opel;Corsa;1.4;2016;Gasoline;Automatic;45000;90;1398;Front_2WD;White;Yes;Gallery
57000;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;21000;90;1398;Front_2WD;Smoked;Yes;Owner
17000;Opel;Corsa;1.2;2000;Gasoline;Manual;280000;65;1199;Front_2WD;Grey;No;Gallery
67500;Opel;Corsa;1.4;2017;Gasoline;Manual;10;90;1398;Front_2WD;Grey;Yes;Gallery
36000;Opel;Corsa;1.2;2004;Gasoline & LPG;Semi Automatic;90000;76;1200;Front_2WD;Silver Grey;No;Owner
58500;Opel;Corsa;1.4;2016;Gasoline;Semi Automatic;21000;90;1398;Front_2WD;Red;Yes;Owner
48750;Opel;Corsa;1.4;2013;Gasoline;Automatic;65000;100;1364;Front_2WD;Brown;Yes;Gallery
43850;Opel;Corsa;1.3;2013;Diesel;Manual;115000;75;1248;Front_2WD;White;Yes;Gallery
41500;Opel;Corsa;1.4;2010;Gasoline;Automatic;83500;90;1364;Front_2WD;Grey;No;Owner
75000;Opel;Corsa;1.3;2016;Diesel;Semi Automatic;23000;95;1248;Front_2WD;White;Yes;Owner
34250;Opel;Corsa;1.4;2003;Gasoline;Automatic;117000;90;1389;Front_2WD;Red;No;Gallery
27500;Opel;Corsa;1.2;2004;Gasoline;Manual;100000;80;1229;Front_2WD;White;No;Gallery
22750;Opel;Corsa;1.4;1999;Gasoline & LPG;Automatic;211000;90;1389;Front_2WD;Blue;No;Gallery
47000;Opel;Corsa;1.4;2013;Gasoline;Automatic;55000;100;1364;Front_2WD;Black;No;Gallery
51500;Opel;Corsa;1.4;2013;Gasoline & LPG;Automatic;43000;100;1364;Front_2WD;Silver Grey;No;Gallery
38950;Opel;Corsa;1.3;2013;Diesel;Manual;145000;75;1248;Front_2WD;White;No;Owner
48500;Opel;Corsa;1.3;2012;Diesel;Manual;49000;75;1248;Front_2WD;Brown;No;Owner
48750;Opel;Corsa;1.4;2013;Gasoline;Automatic;36000;100;1364;Front_2WD;Smoked;Yes;Gallery
33500;Opel;Corsa;1.2;2009;Gasoline;Manual;108500;76;1201;Front_2WD;Red;No;Owner
48000;Opel;Corsa;1.4;2012;Gasoline;Automatic;69021;100;1364;Front_2WD;Black;No;Gallery
49750;Opel;Corsa;1.4;2012;Gasoline;Automatic;30000;100;1364;Front_2WD;Silver Grey;No;Owner
57500;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;12000;90;1398;Front_2WD;White;Yes;Gallery
24750;Opel;Corsa;1.4;2000;Gasoline & LPG;Manual;94000;90;1389;Front_2WD;White;Yes;Gallery
25000;Opel;Corsa;1.2;2000;Gasoline;Manual;104000;65;1199;Front_2WD;White;No;Gallery
38500;Opel;Corsa;1.4;2011;Gasoline;Automatic;59500;90;1364;Front_2WD;Silver Grey;No;Gallery
21750;Opel;Corsa;1.3;2007;Diesel;Manual;284453;90;1248;Front_2WD;White;No;Owner
59500;Opel;Corsa;1.4;2015;Gasoline;Automatic;25000;76;1201;Front_2WD;White;Yes;Owner
22000;Opel;Corsa;1.4;1999;Gasoline;Manual;87670;90;1389;Front_2WD;Silver Grey;No;Gallery
38750;Opel;Corsa;1.2;2007;Gasoline;Semi Automatic;91400;76;1200;Front_2WD;White;No;Owner
35500;Opel;Corsa;1.3;2010;Diesel;Manual;196000;90;1248;Front_2WD;Silver Grey;No;Owner
31000;Opel;Corsa;1.3;2007;Diesel;Manual;190000;90;1248;Front_2WD;Navy Blue;No;Owner
19750;Opel;Corsa;1.4;1999;Gasoline & LPG;Manual;225000;90;1389;Front_2WD;Red;No;Gallery
42750;Opel;Corsa;1.2;2013;Gasoline;Manual;58000;85;1229;Front_2WD;Black;No;Gallery
59500;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;17000;90;1398;Front_2WD;Red;No;Gallery
45000;Opel;Corsa;1.4;2010;Gasoline;Manual;80000;90;1364;Front_2WD;Smoked;No;Gallery
56900;Opel;Corsa;1.4;2016;Gasoline;Automatic;38000;90;1398;Front_2WD;White;Yes;Gallery
26500;Opel;Corsa;1.3;2006;Diesel;Manual;270000;70;1248;Front_2WD;White;No;Owner
27500;Opel;Corsa;1.3;2006;Diesel;Manual;225000;75;1248;Front_2WD;White;No;Gallery
52500;Opel;Corsa;1.4;2015;Gasoline;Automatic;66000;76;1201;Front_2WD;Navy Blue;No;Gallery
56250;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;33500;90;1398;Front_2WD;Navy Blue;No;Owner
44850;Opel;Corsa;1.4;2007;Gasoline;Automatic;76000;90;1364;Front_2WD;Blue;No;Gallery
44500;Opel;Corsa;1.2;2012;Gasoline;Semi Automatic;78000;85;1229;Front_2WD;Silver Grey;No;Gallery
34250;Opel;Corsa;1.3;2013;Diesel;Manual;167000;75;1248;Front_2WD;Silver Grey;No;Gallery
23000;Opel;Corsa;1.3;2006;Diesel;Manual;272000;75;1248;Front_2WD;White;No;Gallery
33750;Opel;Corsa;1.4;2004;Gasoline;Semi Automatic;71000;90;1364;Front_2WD;Blue;No;Gallery
21350;Opel;Corsa;1.4;2000;Gasoline & LPG;Manual;202000;90;1389;Front_2WD;White;No;Owner
43500;Opel;Corsa;1.3;2014;Diesel;Manual;106000;75;1248;Front_2WD;White;No;Gallery
33900;Opel;Corsa;1.3;2012;Diesel;Manual;190000;76;1201;Back_2WD;White;No;Owner
43250;Opel;Corsa;1.3;2013;Diesel;Manual;112000;75;1248;Front_2WD;White;No;Owner
41750;Opel;Corsa;1.3;2013;Diesel;Manual;129500;75;1248;Front_2WD;White;No;Owner
58700;Opel;Corsa;1.4;2017;Gasoline;Automatic;7751;90;1398;Front_2WD;Grey;Yes;Gallery
44750;Opel;Corsa;1.3;2009;Diesel;Semi Automatic;49700;90;1248;Front_2WD;Black;No;Owner
39000;Opel;Corsa;1.2;2011;Gasoline;Manual;45000;85;1229;Front_2WD;Grey;No;Gallery
31500;Opel;Corsa;1.3;2006;Diesel;Semi Automatic;140000;70;1248;Front_2WD;Grey;No;Gallery
22600;Opel;Corsa;1.4;1998;Gasoline & LPG;Automatic;186000;90;1389;Front_2WD;Blue;No;Gallery
30500;Opel;Corsa;1.4;2000;Gasoline & LPG;Automatic;127000;90;1389;Front_2WD;Red;No;Owner
53000;Opel;Corsa;1.3;2014;Diesel;Manual;44000;75;1248;Front_2WD;White;No;Owner
26500;Opel;Corsa;1.2;2004;Gasoline & LPG;Semi Automatic;103000;51;1200;Front_2WD;Black;No;Gallery
48750;Opel;Corsa;1.3;2014;Diesel;Manual;84000;75;1248;Front_2WD;Brown;Yes;Gallery
15250;Opel;Corsa;1.2;1999;Gasoline;Manual;19000;65;1199;Front_2WD;Grey;No;Gallery
47500;Opel;Corsa;1.4;2014;Gasoline;Automatic;95500;100;1364;Front_2WD;Silver Grey;No;Gallery
38500;Opel;Corsa;1.3;2007;Diesel;Manual;85000;51;1201;Front_2WD;White;No;Gallery
26750;Opel;Corsa;1.2;2004;Gasoline;Manual;117000;80;1229;Front_2WD;White;No;Gallery
28500;Opel;Corsa;1.3;2009;Diesel;Manual;180000;75;1248;Front_2WD;Blue;No;Gallery
45950;Opel;Corsa;1.2;2013;Gasoline;Manual;28500;85;1229;Front_2WD;Smoked;No;Gallery
24500;Opel;Corsa;1.3;2006;Diesel;Manual;205000;70;1248;Front_2WD;White;Yes;Gallery
18750;Opel;Corsa;1.6;1996;Gasoline;Manual;280000;106;1598;Front_2WD;Green;No;Gallery
60500;Opel;Corsa;1.4;2017;Gasoline;Automatic;2000;90;1398;Front_2WD;Grey;Yes;Gallery
25000;Opel;Corsa;1.7;2003;Diesel;Manual;232000;51;1601;Front_2WD;White;No;Gallery
41750;Opel;Corsa;1.3;2014;Diesel;Manual;92500;75;1248;Front_2WD;White;No;Gallery
36500;Opel;Corsa;1.3;2012;Diesel;Manual;155251;75;1248;Front_2WD;Grey;Yes;Gallery
41000;Opel;Corsa;1.3;2013;Diesel;Manual;150000;75;1248;Front_2WD;White;No;Owner
59250;Opel;Corsa;1.4;2016;Gasoline;Automatic;27000;90;1398;Front_2WD;Smoked;No;Gallery
16750;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;248000;51;1201;Front_2WD;Grey;No;Owner
38500;Opel;Corsa;1.2;2013;Gasoline;Semi Automatic;39000;85;1229;Front_2WD;Silver Grey;No;Gallery
36500;Opel;Corsa;1.3;2007;Diesel;Manual;97000;75;1248;Front_2WD;Blue;No;Gallery
44000;Opel;Corsa;1.3;2014;Diesel;Manual;133470;75;1248;Front_2WD;White;No;Gallery
46000;Opel;Corsa;1.4;2013;Gasoline;Automatic;84000;100;1364;Front_2WD;Brown;Yes;Gallery
17750;Opel;Corsa;1.2;2000;Gasoline;Manual;180000;65;1199;Front_2WD;Yellow;No;Gallery
38400;Opel;Corsa;1.3;2013;Diesel;Manual;125000;75;1248;Front_2WD;White;No;Owner
20750;Opel;Corsa;1.4;2001;Gasoline & LPG;Manual;215000;90;1389;Front_2WD;Silver Grey;No;Owner
35500;Opel;Corsa;1.4;2011;Gasoline;Automatic;108000;76;1401;Front_2WD;Black;No;Owner
41000;Opel;Corsa;1.3;2013;Diesel;Manual;80800;75;1248;Front_2WD;White;No;Owner
30000;Opel;Corsa;1.2;2007;Gasoline;Manual;132000;80;1229;Front_2WD;Beige;No;Owner
30000;Opel;Corsa;1.2;2005;Gasoline;Manual;106500;80;1229;Front_2WD;Grey;No;Owner
26750;Opel;Corsa;1.3;2004;Diesel;Manual;177500;70;1248;Front_2WD;Silver Grey;No;Owner
39000;Opel;Corsa;1.3;2013;Diesel;Manual;130000;51;1201;Front_2WD;White;No;Gallery
31000;Opel;Corsa;1.2;2008;Gasoline & LPG;Manual;131000;76;1201;Front_2WD;Grey;Yes;Owner
17250;Opel;Corsa;1.7;2003;Diesel;Manual;301;126;1601;Front_2WD;White;No;Gallery
39000;Opel;Corsa;1.2;2013;Gasoline;Manual;26000;51;1201;Front_2WD;White;No;Owner
29250;Opel;Corsa;1.3;2005;Diesel;Manual;194000;70;1248;Front_2WD;Red;No;Gallery
20650;Opel;Corsa;1.2;2000;Gasoline;Manual;180000;65;1199;Front_2WD;Silver Grey;No;Gallery
25500;Opel;Corsa;1.3;2004;Diesel;Manual;161000;51;1201;Front_2WD;Grey;No;Owner
58950;Opel;Corsa;1.3;2015;Diesel;Manual;51000;75;1248;Front_2WD;Red;No;Gallery
21500;Opel;Corsa;1.4;1999;Gasoline;Automatic;119000;90;1389;Front_2WD;Grey;No;Owner
16850;Opel;Corsa;1.7;2003;Diesel;Manual;155000;101;1601;Front_2WD;White;No;Gallery
43900;Opel;Corsa;1.4;2012;Gasoline;Automatic;35000;100;1364;Front_2WD;White;No;Gallery
45000;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;69000;90;1398;Front_2WD;Blue;No;Owner
53500;Opel;Corsa;1.4;2016;Gasoline;Semi Automatic;17568;90;1398;Front_2WD;Grey;No;Gallery
49900;Opel;Corsa;1.4;2011;Gasoline;Automatic;36000;100;1364;Front_2WD;Black;Yes;Gallery
35750;Opel;Corsa;1.3;2005;Diesel;Manual;110150;70;1248;Front_2WD;White;No;Gallery
43990;Opel;Corsa;1.2;2012;Gasoline;Semi Automatic;44800;85;1229;Front_2WD;Silver Grey;No;Owner
39500;Opel;Corsa;1.3;2014;Diesel;Manual;139000;75;1248;Front_2WD;White;Yes;Gallery
34750;Opel;Corsa;1.3;2005;Diesel;Semi Automatic;147000;70;1248;Front_2WD;Silver Grey;No;Gallery
16950;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;195000;51;1201;Front_2WD;Turquoise;No;Gallery
29950;Opel;Corsa;1.3;2005;Diesel;Semi Automatic;180000;70;1248;Front_2WD;Black;No;Gallery
24850;Opel;Corsa;1.4;2004;Gasoline;Manual;228000;90;1364;Front_2WD;Blue;No;Gallery
42500;Opel;Corsa;1.3;2013;Diesel;Manual;94000;76;1201;Front_2WD;Silver Grey;No;Owner
19050;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;191000;60;1389;Front_2WD;Navy Blue;No;Owner
20500;Opel;Corsa;1.3;2006;Diesel;Manual;240000;70;1248;Front_2WD;White;No;Owner
17000;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;260000;90;1389;Front_2WD;Yellow;Yes;Owner
37750;Opel;Corsa;1.3;2010;Diesel;Manual;136682;90;1248;Front_2WD;Navy Blue;No;Owner
36000;Opel;Corsa;1.3;2007;Diesel;Manual;210000;90;1248;Front_2WD;Black;No;Owner
26000;Opel;Corsa;1.3;2008;Diesel;Manual;195000;90;1248;Front_2WD;Grey;No;Owner
42000;Opel;Corsa;1.3;2013;Diesel;Manual;98852;75;1248;Front_2WD;White;No;Owner
